series,metric,mtokens,value
async_dn16,train_loss,1544.3623,3.534550
async_dn16,train_loss,1548.4806,3.501220
async_dn16,train_loss,1552.5989,3.500410
async_dn16,train_loss,1556.7172,3.516540
async_dn16,train_loss,1560.8355,3.501840
async_dn16,train_loss,1564.9538,3.514520
async_dn16,train_loss,1569.0721,3.563770
async_dn16,train_loss,1573.1904,3.480480
async_dn16,train_loss,1577.3087,3.491420
async_dn16,train_loss,1581.4270,3.482370
async_dn16,train_loss,1585.5453,3.522440
async_dn16,train_loss,1589.6635,3.463640
async_dn16,train_loss,1593.7818,3.467480
async_dn16,train_loss,1597.9001,3.504870
async_dn16,train_loss,1602.0184,3.471290
async_dn16,train_loss,1606.1367,3.456050
async_dn16,train_loss,1610.2550,3.474020
async_dn16,train_loss,1614.3733,3.463670
async_dn16,train_loss,1618.4916,3.478100
async_dn16,train_loss,1622.6099,3.497050
async_dn16,train_loss,1626.7282,3.482770
async_dn16,train_loss,1630.8465,3.462320
async_dn16,train_loss,1634.9648,3.473070
async_dn16,train_loss,1639.0831,3.441740
async_dn16,train_loss,1643.2014,3.432250
async_dn16,train_loss,1647.3197,3.444900
async_dn16,train_loss,1651.4380,3.459370
async_dn16,train_loss,1655.5563,3.416360
async_dn16,train_loss,1659.6746,3.436000
async_dn16,train_loss,1663.7929,3.443670
async_dn16,train_loss,1667.9112,3.392520
async_dn16,train_loss,1672.0295,3.403770
async_dn16,train_loss,1676.1478,3.438920
async_dn16,train_loss,1680.2661,3.406070
async_dn16,train_loss,1684.3844,3.436720
async_dn16,train_loss,1688.5027,3.381500
async_dn16,train_loss,1692.6210,3.404380
async_dn16,train_loss,1696.7393,3.430360
async_dn16,train_loss,1700.8576,3.458330
async_dn16,train_loss,1704.9759,3.411990
async_dn16,train_loss,1709.0942,3.382480
async_dn16,train_loss,1713.2125,3.383190
async_dn16,train_loss,1717.3308,3.406020
async_dn16,train_loss,1721.4491,3.415470
async_dn16,train_loss,1725.5674,3.378660
async_dn16,train_loss,1729.6857,3.397680
async_dn16,train_loss,1733.8040,3.396500
async_dn16,train_loss,1737.9223,3.384210
async_dn16,train_loss,1742.0406,3.408170
async_dn16,train_loss,1746.1589,3.400050
async_dn16,train_loss,1750.2772,3.377690
async_dn16,train_loss,1754.3955,3.433400
async_dn16,train_loss,1758.5138,3.383240
async_dn16,train_loss,1762.6321,3.399700
async_dn16,train_loss,1766.7504,3.343640
async_dn16,train_loss,1770.8687,3.363950
async_dn16,train_loss,1774.9870,3.394330
async_dn16,train_loss,1779.1053,3.394120
async_dn16,train_loss,1783.2236,3.397370
async_dn16,train_loss,1787.3419,3.397710
async_dn16,train_loss,1791.4602,3.375080
async_dn16,train_loss,1795.5785,3.338810
async_dn16,train_loss,1799.6968,3.358070
async_dn16,train_loss,1803.8151,3.395390
async_dn16,train_loss,1807.9334,3.370260
async_dn16,train_loss,1812.0517,3.381660
async_dn16,train_loss,1816.1700,3.348440
async_dn16,train_loss,1820.2883,3.377360
async_dn16,train_loss,1824.4066,3.342030
async_dn16,train_loss,1828.5249,3.349130
async_dn16,train_loss,1832.6432,3.326430
async_dn16,train_loss,1836.7615,3.334770
async_dn16,train_loss,1840.8798,3.374100
async_dn16,train_loss,1844.9981,3.320710
async_dn16,train_loss,1849.1164,3.352920
async_dn16,train_loss,1853.2347,3.395170
async_dn16,train_loss,1857.3530,3.332310
async_dn16,train_loss,1861.4713,3.340350
async_dn16,train_loss,1865.5896,3.339490
async_dn16,train_loss,1869.7079,3.375220
async_dn16,train_loss,1873.8262,3.337330
async_dn16,train_loss,1877.9445,3.328570
async_dn16,train_loss,1882.0628,3.343810
async_dn16,train_loss,1886.1811,3.328260
async_dn16,train_loss,1890.2994,3.317040
async_dn16,train_loss,1894.4177,3.367980
async_dn16,train_loss,1898.5360,3.321830
async_dn16,train_loss,1902.6543,3.351600
async_dn16,train_loss,1906.7726,3.323040
async_dn16,train_loss,1910.8909,3.276640
async_dn16,train_loss,1915.0092,3.276340
async_dn16,train_loss,1919.1275,3.317270
async_dn16,train_loss,1923.2458,3.315900
async_dn16,train_loss,1927.3641,3.350450
async_dn16,train_loss,1931.4824,3.368210
async_dn16,train_loss,1935.6007,3.299170
async_dn16,train_loss,1939.7190,3.296860
async_dn16,train_loss,1943.8373,3.300220
async_dn16,train_loss,1947.9556,3.253430
async_dn16,train_loss,1952.0739,3.264090
async_dn16,train_loss,1956.1922,3.284510
async_dn16,train_loss,1960.3105,3.241370
async_dn16,train_loss,1964.4288,3.247740
async_dn16,train_loss,1968.5471,3.274220
async_dn16,train_loss,1972.6654,3.365770
async_dn16,train_loss,1976.7837,3.380720
async_dn16,train_loss,1980.9020,3.441890
async_dn16,train_loss,1985.0203,3.411980
async_dn16,train_loss,1989.1386,3.370740
async_dn16,train_loss,1993.2569,3.380440
async_dn16,train_loss,1997.3752,3.360930
async_dn16,train_loss,2001.4935,3.393130
async_dn16,eval_loss,41.3117,8.241380
async_dn16,perplexity,41.3117,3794.773484
async_dn16,eval_loss,82.6234,6.805810
async_dn16,perplexity,82.6234,903.078968
async_dn16,eval_loss,123.9351,6.285350
async_dn16,perplexity,123.9351,536.652086
async_dn16,eval_loss,165.2468,5.787410
async_dn16,perplexity,165.2468,326.167157
async_dn16,eval_loss,206.5585,5.773450
async_dn16,perplexity,206.5585,321.645498
async_dn16,eval_loss,247.8701,5.317350
async_dn16,perplexity,247.8701,203.842982
async_dn16,eval_loss,289.1818,5.078620
async_dn16,perplexity,289.1818,160.552341
async_dn16,eval_loss,330.4935,4.999140
async_dn16,perplexity,330.4935,148.285579
async_dn16,eval_loss,371.8052,4.858490
async_dn16,perplexity,371.8052,128.829523
async_dn16,eval_loss,413.1169,4.779520
async_dn16,perplexity,413.1169,119.047194
async_dn16,eval_loss,454.4286,4.671150
async_dn16,perplexity,454.4286,106.820515
async_dn16,eval_loss,495.7403,4.559830
async_dn16,perplexity,495.7403,95.567232
async_dn16,eval_loss,537.0520,4.516460
async_dn16,perplexity,537.0520,91.511075
async_dn16,eval_loss,578.3637,4.429500
async_dn16,perplexity,578.3637,83.889462
async_dn16,eval_loss,619.6754,4.366170
async_dn16,perplexity,619.6754,78.741474
async_dn16,eval_loss,660.9870,4.308710
async_dn16,perplexity,660.9870,74.344523
async_dn16,eval_loss,702.2987,4.253580
async_dn16,perplexity,702.2987,70.356840
async_dn16,eval_loss,743.6104,4.232560
async_dn16,perplexity,743.6104,68.893374
async_dn16,eval_loss,784.9221,4.169110
async_dn16,perplexity,784.9221,64.657881
async_dn16,eval_loss,826.2338,4.128480
async_dn16,perplexity,826.2338,62.083484
async_dn16,eval_loss,867.5455,4.084920
async_dn16,perplexity,867.5455,59.437183
async_dn16,eval_loss,908.8572,4.033190
async_dn16,perplexity,908.8572,56.440670
async_dn16,eval_loss,950.1689,4.020470
async_dn16,perplexity,950.1689,55.727291
async_dn16,eval_loss,991.4806,3.945280
async_dn16,perplexity,991.4806,51.690810
async_dn16,eval_loss,1032.7923,3.939610
async_dn16,perplexity,1032.7923,51.398552
async_dn16,eval_loss,1074.1039,3.921480
async_dn16,perplexity,1074.1039,50.475093
async_dn16,eval_loss,1115.4156,3.885560
async_dn16,perplexity,1115.4156,48.694204
async_dn16,eval_loss,1156.7273,3.873220
async_dn16,perplexity,1156.7273,48.097009
async_dn16,eval_loss,1198.0390,3.807080
async_dn16,perplexity,1198.0390,45.018792
async_dn16,eval_loss,1239.3507,3.792830
async_dn16,perplexity,1239.3507,44.381823
async_dn16,eval_loss,1280.6624,3.768390
async_dn16,perplexity,1280.6624,43.310279
async_dn16,eval_loss,1321.9741,3.733710
async_dn16,perplexity,1321.9741,41.834025
async_dn16,eval_loss,1363.2858,3.732520
async_dn16,perplexity,1363.2858,41.784272
async_dn16,eval_loss,1404.5975,3.681350
async_dn16,perplexity,1404.5975,39.699953
async_dn16,eval_loss,1445.9092,3.659110
async_dn16,perplexity,1445.9092,38.826772
async_dn16,eval_loss,1487.2209,3.634250
async_dn16,perplexity,1487.2209,37.873437
async_dn16,eval_loss,1528.5325,3.608210
async_dn16,perplexity,1528.5325,36.899943
async_dn16,eval_loss,1569.8442,3.607570
async_dn16,perplexity,1569.8442,36.876334
async_dn16,eval_loss,1611.1559,3.562600
async_dn16,perplexity,1611.1559,35.254740
async_dn16,eval_loss,1652.4676,3.556700
async_dn16,perplexity,1652.4676,35.047350
async_dn16,eval_loss,1693.7793,3.531160
async_dn16,perplexity,1693.7793,34.163574
async_dn16,eval_loss,1735.0910,3.508700
async_dn16,perplexity,1735.0910,33.404813
async_dn16,eval_loss,1776.4027,3.459030
async_dn16,perplexity,1776.4027,31.786129
async_dn16,eval_loss,1817.7144,3.473020
async_dn16,perplexity,1817.7144,32.233942
async_dn16,eval_loss,1859.0261,3.455430
async_dn16,perplexity,1859.0261,31.671905
async_dn16,eval_loss,1900.3378,3.438530
async_dn16,perplexity,1900.3378,31.141147
async_dn16,eval_loss,1941.6494,3.421410
async_dn16,perplexity,1941.6494,30.612548
async_dn16,eval_loss,1982.9611,3.372880
async_dn16,perplexity,1982.9611,29.162394
async_dn16,grad_norm,4.1183,0.443900
async_dn16,grad_norm,8.2366,0.452900
async_dn16,grad_norm,12.3549,0.746800
async_dn16,grad_norm,16.4732,0.685800
async_dn16,grad_norm,20.5915,1.275900
async_dn16,grad_norm,24.7098,0.752400
async_dn16,grad_norm,28.8281,0.528600
async_dn16,grad_norm,32.9464,1.243700
async_dn16,grad_norm,37.0647,0.781300
async_dn16,grad_norm,41.1830,0.814000
async_dn16,grad_norm,45.3013,1.378300
async_dn16,grad_norm,49.4196,0.495700
async_dn16,grad_norm,53.5379,1.105100
async_dn16,grad_norm,57.6562,0.655700
async_dn16,grad_norm,61.7745,0.426000
async_dn16,grad_norm,65.8928,1.072400
async_dn16,grad_norm,70.0111,0.649300
async_dn16,grad_norm,74.1294,0.443700
async_dn16,grad_norm,78.2477,0.499100
async_dn16,grad_norm,82.3660,0.453100
async_dn16,grad_norm,86.4843,0.420500
async_dn16,grad_norm,90.6026,0.482800
async_dn16,grad_norm,94.7209,0.501000
async_dn16,grad_norm,98.8392,0.435400
async_dn16,grad_norm,102.9575,0.471900
async_dn16,grad_norm,107.0758,0.539600
async_dn16,grad_norm,111.1941,0.440500
async_dn16,grad_norm,115.3124,0.632400
async_dn16,grad_norm,119.4307,0.566200
async_dn16,grad_norm,123.5490,0.519700
async_dn16,grad_norm,127.6673,0.610500
async_dn16,grad_norm,131.7856,1.222200
async_dn16,grad_norm,135.9039,0.433600
async_dn16,grad_norm,140.0222,0.515600
async_dn16,grad_norm,144.1405,0.925400
async_dn16,grad_norm,148.2588,0.480500
async_dn16,grad_norm,152.3771,0.516800
async_dn16,grad_norm,156.4954,0.880800
async_dn16,grad_norm,160.6137,0.526500
async_dn16,grad_norm,164.7320,0.537600
async_dn16,grad_norm,168.8503,0.760300
async_dn16,grad_norm,172.9686,0.580700
async_dn16,grad_norm,177.0869,0.613000
async_dn16,grad_norm,181.2052,0.813000
async_dn16,grad_norm,185.3235,0.602300
async_dn16,grad_norm,189.4418,0.627600
async_dn16,grad_norm,193.5601,0.611800
async_dn16,grad_norm,197.6784,0.654300
async_dn16,grad_norm,201.7967,0.523300
async_dn16,grad_norm,205.9150,0.508100
async_dn16,grad_norm,210.0333,0.675800
async_dn16,grad_norm,214.1516,0.510100
async_dn16,grad_norm,218.2699,0.527700
async_dn16,grad_norm,222.3882,0.622000
async_dn16,grad_norm,226.5065,0.493600
async_dn16,grad_norm,230.6248,0.525100
async_dn16,grad_norm,234.7431,0.936600
async_dn16,grad_norm,238.8614,0.466200
async_dn16,grad_norm,242.9797,0.460900
async_dn16,grad_norm,247.0980,0.616500
async_dn16,grad_norm,251.2163,0.486300
async_dn16,grad_norm,255.3346,0.489300
async_dn16,grad_norm,259.4529,0.565300
async_dn16,grad_norm,263.5712,0.466200
async_dn16,grad_norm,267.6895,0.526000
async_dn16,grad_norm,271.8078,0.515500
async_dn16,grad_norm,275.9261,0.490900
async_dn16,grad_norm,280.0444,0.489700
async_dn16,grad_norm,284.1627,0.627600
async_dn16,grad_norm,288.2810,0.487800
async_dn16,grad_norm,292.3993,0.487600
async_dn16,grad_norm,296.5176,0.552800
async_dn16,grad_norm,300.6359,0.529000
async_dn16,grad_norm,304.7542,1.550900
async_dn16,grad_norm,308.8725,0.456600
async_dn16,grad_norm,312.9908,0.528700
async_dn16,grad_norm,317.1091,0.480400
async_dn16,grad_norm,321.2273,0.482300
async_dn16,grad_norm,325.3456,0.514800
async_dn16,grad_norm,329.4639,0.480500
async_dn16,grad_norm,333.5822,0.487800
async_dn16,grad_norm,337.7005,0.557400
async_dn16,grad_norm,341.8188,0.455600
async_dn16,grad_norm,345.9371,0.479800
async_dn16,grad_norm,350.0554,0.562000
async_dn16,grad_norm,354.1737,0.505000
async_dn16,grad_norm,358.2920,0.462600
async_dn16,grad_norm,362.4103,0.500500
async_dn16,grad_norm,366.5286,0.510200
async_dn16,grad_norm,370.6469,0.522500
async_dn16,grad_norm,374.7652,0.515100
async_dn16,grad_norm,378.8835,0.476900
async_dn16,grad_norm,383.0018,0.467500
async_dn16,grad_norm,387.1201,0.562800
async_dn16,grad_norm,391.2384,0.505800
async_dn16,grad_norm,395.3567,0.458100
async_dn16,grad_norm,399.4750,0.482100
async_dn16,grad_norm,403.5933,0.515800
async_dn16,grad_norm,407.7116,0.461600
async_dn16,grad_norm,411.8299,0.468700
async_dn16,grad_norm,415.9482,0.502500
async_dn16,grad_norm,420.0665,0.492100
async_dn16,grad_norm,424.1848,0.479800
async_dn16,grad_norm,428.3031,0.472000
async_dn16,grad_norm,432.4214,0.498200
async_dn16,grad_norm,436.5397,0.477300
async_dn16,grad_norm,440.6580,0.549600
async_dn16,grad_norm,444.7763,0.466500
async_dn16,grad_norm,448.8946,0.501000
async_dn16,grad_norm,453.0129,0.518700
async_dn16,grad_norm,457.1312,0.472400
async_dn16,grad_norm,461.2495,0.466500
async_dn16,grad_norm,465.3678,0.530900
async_dn16,grad_norm,469.4861,0.490900
async_dn16,grad_norm,473.6044,0.448800
async_dn16,grad_norm,477.7227,0.467900
async_dn16,grad_norm,481.8410,0.462200
async_dn16,grad_norm,485.9593,0.492300
async_dn16,grad_norm,490.0776,0.534600
async_dn16,grad_norm,494.1959,0.502400
async_dn16,grad_norm,498.3142,0.467800
async_dn16,grad_norm,502.4325,0.467800
async_dn16,grad_norm,506.5508,0.522000
async_dn16,grad_norm,510.6691,0.517700
async_dn16,grad_norm,514.7874,0.485300
async_dn16,grad_norm,518.9057,0.479500
async_dn16,grad_norm,523.0240,0.491800
async_dn16,grad_norm,527.1423,0.480000
async_dn16,grad_norm,531.2606,0.454700
async_dn16,grad_norm,535.3789,0.498200
async_dn16,grad_norm,539.4972,0.467000
async_dn16,grad_norm,543.6155,0.496600
async_dn16,grad_norm,547.7338,0.503200
async_dn16,grad_norm,551.8521,0.485300
async_dn16,grad_norm,555.9704,0.468200
async_dn16,grad_norm,560.0887,0.490300
async_dn16,grad_norm,564.2070,0.492300
async_dn16,grad_norm,568.3253,0.474800
async_dn16,grad_norm,572.4436,0.565000
async_dn16,grad_norm,576.5619,0.499700
async_dn16,grad_norm,580.6802,0.468600
async_dn16,grad_norm,584.7985,0.487800
async_dn16,grad_norm,588.9168,0.476500
async_dn16,grad_norm,593.0351,0.474200
async_dn16,grad_norm,597.1534,0.488300
async_dn16,grad_norm,601.2717,0.482100
async_dn16,grad_norm,605.3900,0.478700
async_dn16,grad_norm,609.5083,0.487400
async_dn16,grad_norm,613.6266,0.469200
async_dn16,grad_norm,617.7449,0.466800
async_dn16,grad_norm,621.8632,0.477800
async_dn16,grad_norm,625.9815,0.484500
async_dn16,grad_norm,630.0998,0.486500
async_dn16,grad_norm,634.2181,0.463600
async_dn16,grad_norm,638.3364,0.474900
async_dn16,grad_norm,642.4547,0.484400
async_dn16,grad_norm,646.5730,0.499500
async_dn16,grad_norm,650.6913,0.501800
async_dn16,grad_norm,654.8096,0.468300
async_dn16,grad_norm,658.9279,0.459200
async_dn16,grad_norm,663.0462,0.488300
async_dn16,grad_norm,667.1645,0.469300
async_dn16,grad_norm,671.2828,0.448900
async_dn16,grad_norm,675.4011,0.471000
async_dn16,grad_norm,679.5194,0.486300
async_dn16,grad_norm,683.6377,0.461300
async_dn16,grad_norm,687.7560,0.469700
async_dn16,grad_norm,691.8743,0.470800
async_dn16,grad_norm,695.9926,0.471100
async_dn16,grad_norm,700.1109,0.496100
async_dn16,grad_norm,704.2292,0.474100
async_dn16,grad_norm,708.3475,0.458700
async_dn16,grad_norm,712.4658,0.467100
async_dn16,grad_norm,716.5841,0.463100
async_dn16,grad_norm,720.7024,0.483700
async_dn16,grad_norm,724.8207,0.477700
async_dn16,grad_norm,728.9390,0.471500
async_dn16,grad_norm,733.0573,0.460800
async_dn16,grad_norm,737.1756,0.453900
async_dn16,grad_norm,741.2939,0.477000
async_dn16,grad_norm,745.4122,0.491100
async_dn16,grad_norm,749.5305,0.463000
async_dn16,grad_norm,753.6488,0.453300
async_dn16,grad_norm,757.7671,0.471600
async_dn16,grad_norm,761.8854,0.463700
async_dn16,grad_norm,766.0037,0.483900
async_dn16,grad_norm,770.1220,0.453300
async_dn16,grad_norm,774.2403,0.452000
async_dn16,grad_norm,778.3586,0.471900
async_dn16,grad_norm,782.4769,0.467500
async_dn16,grad_norm,786.5952,0.445900
async_dn16,grad_norm,790.7135,0.459500
async_dn16,grad_norm,794.8318,0.452600
async_dn16,grad_norm,798.9501,0.449900
async_dn16,grad_norm,803.0684,0.455400
async_dn16,grad_norm,807.1867,0.467600
async_dn16,grad_norm,811.3050,0.483800
async_dn16,grad_norm,815.4233,0.444500
async_dn16,grad_norm,819.5416,0.462600
async_dn16,grad_norm,823.6599,0.452000
async_dn16,grad_norm,827.7782,0.461900
async_dn16,grad_norm,831.8965,0.458100
async_dn16,grad_norm,836.0148,0.448200
async_dn16,grad_norm,840.1331,0.435900
async_dn16,grad_norm,844.2514,0.500500
async_dn16,grad_norm,848.3697,0.449300
async_dn16,grad_norm,852.4880,0.437600
async_dn16,grad_norm,856.6063,0.435400
async_dn16,grad_norm,860.7246,0.482300
async_dn16,grad_norm,864.8429,0.443600
async_dn16,grad_norm,868.9612,0.470100
async_dn16,grad_norm,873.0795,0.459600
async_dn16,grad_norm,877.1978,0.471800
async_dn16,grad_norm,881.3161,0.436400
async_dn16,grad_norm,885.4344,0.484600
async_dn16,grad_norm,889.5527,0.428000
async_dn16,grad_norm,893.6710,0.449400
async_dn16,grad_norm,897.7893,0.461200
async_dn16,grad_norm,901.9076,0.464400
async_dn16,grad_norm,906.0259,0.433300
async_dn16,grad_norm,910.1442,0.449400
async_dn16,grad_norm,914.2625,0.457900
async_dn16,grad_norm,918.3808,0.446900
async_dn16,grad_norm,922.4991,0.451400
async_dn16,grad_norm,926.6174,0.461500
async_dn16,grad_norm,930.7357,0.438100
async_dn16,grad_norm,934.8540,0.460600
async_dn16,grad_norm,938.9723,0.459100
async_dn16,grad_norm,943.0906,0.424700
async_dn16,grad_norm,947.2089,0.444800
async_dn16,grad_norm,951.3272,0.453100
async_dn16,grad_norm,955.4454,0.446600
async_dn16,grad_norm,959.5637,0.436300
async_dn16,grad_norm,963.6820,0.454400
async_dn16,grad_norm,967.8003,0.429100
async_dn16,grad_norm,971.9186,0.450500
async_dn16,grad_norm,976.0369,0.428800
async_dn16,grad_norm,980.1552,0.444800
async_dn16,grad_norm,984.2735,0.468100
async_dn16,grad_norm,988.3918,0.436400
async_dn16,grad_norm,992.5101,0.450300
async_dn16,grad_norm,996.6284,0.430400
async_dn16,grad_norm,1000.7467,0.446800
async_dn16,grad_norm,1004.8650,0.439100
async_dn16,grad_norm,1008.9833,0.445100
async_dn16,grad_norm,1013.1016,0.454100
async_dn16,grad_norm,1017.2199,0.446700
async_dn16,grad_norm,1021.3382,0.439000
async_dn16,grad_norm,1025.4565,0.442900
async_dn16,grad_norm,1029.5748,0.441100
async_dn16,grad_norm,1033.6931,0.439700
async_dn16,grad_norm,1037.8114,0.450100
async_dn16,grad_norm,1041.9297,0.449200
async_dn16,grad_norm,1046.0480,0.454000
async_dn16,grad_norm,1050.1663,0.448300
async_dn16,grad_norm,1054.2846,0.447000
async_dn16,grad_norm,1058.4029,0.414600
async_dn16,grad_norm,1062.5212,0.443100
async_dn16,grad_norm,1066.6395,0.429600
async_dn16,grad_norm,1070.7578,0.441400
async_dn16,grad_norm,1074.8761,0.439400
async_dn16,grad_norm,1078.9944,0.437300
